PERMISSION NOTICE

The Microsoft “Terms of Use” (available at the www.microsoft.com website) govern all glossary terms in this document (“Glossary Terms”).  The following supplemental terms and conditions also apply.  If there is any conflict between the Terms of Use and the following terms and conditions, the following terms and conditions will take
Precedence over the Terms of Use.
         
1. No part of the Glossary Terms may be reproduced, adapted, distributed, or transmitted in any form or by any means, electronic, mechanical, or otherwise, including photocopying and entry into an information storage and/or retrieval system, for any purpose without the prior express consent of Microsoft Corporation. 

2. You may use the Glossary Terms in the development of any application software and you may also use the Glossary Terms for personal or non-commercial purposes only without the prior written consent of Microsoft Corporation, and only if all copies contain this Permission Notice and the Microsoft copyright notice in the Terms of Use.         
                                                                                                                                
3. You are not permitted to make any modifications, deletions or additions to the Glossary Terms.
 
4. Except as expressly set forth above, Microsoft’s publication of the Glossary Terms does not grant any rights to use, distribute, or implement any technology or intellectual property rights. All rights not expressly granted herein are expressly reserved by Microsoft.
"Source Term",,"Translation",,"String Category",,"Platform",,"Product",,"Version"
"+ {0} others participated in a conversation in {1}",,"+ {0} anderen hebben deelgenomen aan een gesprek in {1}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"+ {0} other participated in a conversation in {1}",,"+ {0} andere heeft deelgenomen aan een gesprek in {1}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Posted a new message in {0}",,"Heeft een nieuw bericht geplaatst in {0}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Participated in a conversation in {0}",,"Heeft deelgenomen aan een gesprek in {0}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"{0}, {1}, and {2} more",,"{0}, {1} en {2} anderen",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"{0} older replies",,"{0} oudere reacties",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Added you to {0}",,"Heeft u toegevoegd aan {0}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Made you an owner of {0} team",,"Heeft u aangewezen als eigenaar van het team {0}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Sorry, we're having trouble signing you in. Please try again.",,"U kunt niet worden aangemeld. Probeer het opnieuw.",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Powered by GIPHY",,"Mogelijk gemaakt door GIPHY",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Administrator has disabled chat for one or more users",,"De beheerder heeft chatten voor een of meer gebruikers uitgeschakeld",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"{0} Participants",,"{0} deelnemers",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"IMPORTANT!",,"BELANGRIJK!\n",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Place call on hold",,"Gesprek in de wachtstand plaatsen",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Hold Call",,"Gesprek is in de wachtstand",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"{0}h ago",,"{0} uur geleden",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
